#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
6828,взрослый кардиолог,100%,да,58%,0,
6829,женская консультация номер 2,70%,да,35%,0,
6830,отзывы роддом 3,90%,да,0%,-1,
6831,109 поликлиника печатники,80%,да,0%,-1,
6832,женская консультация строгино,0%,нет,0%,-1,
6833,стоматология добрый крокодил,0%,нет,26%,-1,
6834,чайка университет,70%,да,49%,0,
6835,стоматология небо,50%,да,51%,0,
6836,ксения змеева,0%,нет,4%,-1,
6837,наталья николаевна кузнецова,0%,нет,0%,-1,
6838,педиатр сергей бутрий,0%,нет,0%,-1,
6839,мытищи косметолог,100%,нет,73%,1,
6840,ортопед набережные челны,0%,нет,28%,-1,
6841,мрт в нальчике,100%,нет,71%,1,
6842,стоматология детская нальчик,100%,нет,68%,1,
6843,поликлиника 5 нижний новгород,100%,нет,56%,0,
6844,дерматолог новочебоксарск,100%,нет,64%,0,
6845,поликлиника детская новосибирск,100%,нет,71%,1,
6846,травматолог омск,100%,нет,67%,1,
6847,хирург орел,0%,нет,23%,-1,
6848,премьер стоматология пенза,90%,нет,47%,0,
6849,свобода 66 детский центр рязань запись на прием,100%,нет,72%,1,
6850,самара детский психиатр,100%,нет,63%,0,
6851,стоматология ладья самара,80%,нет,44%,0,
6852,роддом 2 саратов,63%,нет,0%,-1,
6853,гастроэнтеролог детский севастополь,0%,нет,52%,0,
6854,смоленск косметолог,100%,нет,57%,0,
6855,дента мед солнечногорск,90%,нет,68%,1,
6856,25 поликлиника невского района спб,90%,нет,49%,0,
6857,старый оскол гастроэнтеролог,100%,нет,76%,1,
6858,поликлиника стоматологическая ставрополь,100%,нет,62%,0,
6859,травматолог ортопед тольятти,80%,нет,51%,0,
6860,стоматолог томск,90%,нет,64%,0,
6861,педиатр тула,100%,нет,94%,1,
6862,косметолог ульяновск,90%,нет,57%,0,
6863,клиника вита владимир,80%,нет,59%,0,
6864,лор врач во владимире,100%,нет,50%,0,
6865,психиатр волгодонск,100%,нет,95%,1,
6866,ортопед травматолог волгоград,90%,нет,85%,1,
6867,эндокринолог волжский,100%,нет,73%,1,
6868,воронеж стоматологическая поликлиника 3,29%,нет,12%,-1,
6869,клиника эра воронеж,90%,нет,62%,0,
6870,адлер гастроэнтеролог,0%,нет,30%,-1,
6871,альметьевск уролог,90%,нет,57%,0,
6872,невролог ангарск,90%,нет,73%,1,
6873,арзамас гинеколог,100%,нет,85%,1,
6874,батайский лечебно диагностический центр,60%,да,56%,0,
6875,ковчег офтальмологическая клиника в белгороде,70%,нет,42%,0,
6876,астра череповец стоматология,90%,нет,50%,0,
6877,стоматология детская дмитров,80%,нет,60%,0,
6878,невролог детский дзержинск,100%,нет,64%,0,
6879,поликлиника 3 ейск,60%,нет,0%,-1,
6880,гастроэнтеролог геленджик,100%,нет,78%,1,
6881,детский аллерголог иркутск,90%,нет,57%,0,
6882,перинатальный центр калининград официальный сайт,90%,нет,49%,0,
6883,гастроэнтеролог калуга детский,90%,нет,90%,1,
6884,фгдс казань цена,100%,нет,99%,1,
6885,увеличение груди казань,100%,нет,99%,1,
6886,дерматолог детский кемерово,100%,нет,64%,0,
6887,детский гастроэнтеролог кемерово,100%,нет,64%,0,
6888,стоматология на мичурина,30%,да,14%,-1,
6889,санталь клиника краснодар на российской,100%,нет,78%,1,
6890,красноярск детский кардиолог,100%,нет,65%,0,
6891,красноярск медикаментозный аборт,60%,нет,86%,1,
6892,невролог раенко красноярск,50%,нет,25%,-1,
6893,поликлиника на толстого,20%,да,0%,-1,
6894,софи флер клиника,40%,да,33%,-1,
6895,глазная клиника виста,60%,да,43%,0,
6896,мрт ржд больница,50%,да,65%,0,
6897,сокольники больница,0%,нет,8%,-1,
6898,иванов дмитрий сергеевич,0%,нет,2%,-1,
6899,блохина наталья,0%,нет,4%,-1,
6900,нефролог набережные челны взрослый,0%,нет,34%,-1,
6901,нижнекамск эндокринолог,80%,нет,76%,1,
6902,аби хайдар риад,0%,нет,7%,-1,
6903,ортопед травматолог омск,100%,нет,67%,1,
6904,онколог онлайн,0%,нет,0%,-1,
6905,стоматология павлово нижегородская область,100%,нет,57%,0,
6906,роддом закамск 21 пермь,80%,нет,0%,-1,
6907,детский невролог псков,70%,нет,57%,0,
6908,пятигорск кардиолог,90%,нет,65%,0,
6909,пятигорск ревматолог,90%,нет,79%,1,
6910,михеева юлия рязань,90%,нет,0%,-1,
6911,удаление бородавок в самаре,90%,нет,74%,1,
6912,саратов пластическая хирургия,90%,нет,60%,0,
6913,стоматология саратов ленинский,100%,нет,63%,0,
6914,флеболог смоленск,90%,нет,82%,1,
6915,психиатр сочи,100%,нет,92%,1,
6916,дерматолог косметолог спб,90%,нет,49%,0,
6917,поликлиника 31 на льва толстого официальный сайт,0%,нет,14%,-1,
6918,спб поликлиника 120,50%,нет,41%,0,
6919,клиника позвоночника доктора разумовского санкт петербург,90%,нет,56%,0,
6920,врач невролог спб,100%,нет,57%,0,
6921,беликова мадина евгеньевна,0%,нет,0%,-1,
6922,ортопед детский тамбов,100%,нет,72%,1,
6923,поликлиника 1 тамбов взрослая,90%,нет,0%,-1,
6924,узи темрюк,90%,нет,95%,1,
6925,максимум здоровья томск,70%,нет,21%,-1,
6926,флеболог в туле,100%,нет,73%,1,
6927,3 женская консультация тверь,50%,нет,0%,-1,
6928,отбеливание зубов уфа,100%,нет,75%,1,
6929,детский кардиолог ульяновск,90%,нет,67%,1,
6930,дерматолог детский вологда,90%,нет,65%,0,
6931,фгдс вологда,90%,нет,92%,1,
6932,стоматология батюшкова 9 вологда,60%,нет,46%,0,
6933,мрт вологда благовещенская 39,90%,нет,66%,1,
