#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
5796,фольксваген поло размер колес,0%,нет,22%,-1,
5797,почему в машине горит чек,0%,нет,0%,-1,
5798,перетяжка руля своими руками,0%,нет,1%,-1,
5799,как правильно отключить аккумулятор на автомобиле,0%,нет,0%,-1,
5800,расход топлива как узнать,0%,нет,24%,-1,
5801,как часто менять свечи,0%,нет,4%,-1,
5802,т о это,0%,нет,3%,-1,
5803,voyah free купить в москве,30%,нет,99%,1,
5804,535 бмв,0%,нет,32%,-1,
5805,e70,0%,нет,22%,-1,
5806,mazda 3 купить,70%,да,100%,1,
5807,mercedes c43 amg,0%,нет,33%,-1,
5808,glk mercedes benz,20%,да,32%,-1,
5809,116 мерседес,14%,да,10%,-1,
5810,mitsubishi delica d5,10%,да,37%,0,
5811,ниссан скайлайн гтр р34,0%,нет,24%,-1,
5812,opel astra f,30%,да,27%,-1,
5813,тойота черная,60%,да,61%,0,
5814,купить тойота карина е,30%,да,93%,1,
5815,приус 30 кузов,20%,да,23%,-1,
5816,продажа машин в россии,0%,нет,76%,1,
5817,solaris 2023,0%,нет,62%,0,
5818,купить хендай бу,80%,да,100%,1,
5819,toyota corolla spacio,10%,да,24%,-1,
5820,81 марк,0%,нет,31%,-1,
5821,пассо тойота фото,0%,нет,23%,-1,
5822,авто ру по россии с пробегом,0%,нет,100%,1,
5823,s60r volvo,10%,да,27%,-1,
5824,форд эверест,0%,нет,33%,-1,
5825,ламборджини против феррари,0%,нет,7%,-1,
5826,ваз 2106 купить в днр,0%,нет,86%,1,
5827,газель купить в краснодаре,100%,нет,100%,1,
5828,журнал автомобильный,10%,да,2%,-1,
5829,что означает категория прав в1,0%,нет,0%,-1,
5830,купить форд фокус универсал,70%,да,100%,1,
5831,купить ниву б у,60%,да,100%,1,
5832,дс5 ситроен,20%,да,24%,-1,
5833,hover great wall купить,90%,да,99%,1,
5834,киа монинг,0%,нет,41%,0,
5835,кроссовер ламборгини,0%,нет,27%,-1,
5836,ниссан теана 2014,20%,да,48%,0,
5837,пежо 406 купе,10%,да,22%,-1,
5838,607,100%,да,43%,0,
5839,leon машина,30%,да,44%,0,
5840,шкода октавия 2014,60%,да,51%,0,
5841,ваз девятка,20%,да,33%,-1,
5842,цельнометаллический фургон китайский,30%,да,56%,0,
5843,шакман купить,40%,да,91%,1,
5844,мотоцикл купить в воронеже,100%,нет,100%,1,
5845,acura tsx,0%,нет,15%,-1,
5846,хонда цивик 2019,20%,да,63%,0,
5847,хендай байон 2023,20%,да,32%,-1,
5848,майбах мерседес фото,0%,нет,22%,-1,
5849,rr ghost,0%,нет,30%,-1,
5850,corsa toyota,10%,да,42%,0,
5851,джили все модели,0%,нет,85%,1,
5852,geely manjaro характеристики,0%,нет,52%,0,
5853,клиренс хендай солярис,0%,нет,46%,0,
5854,клиренс рено логан,0%,нет,42%,0,
5855,виды тойота,0%,нет,45%,0,
5856,ниссан тигуан,0%,нет,11%,-1,
5857,купить ваз в луганске,0%,нет,83%,1,
5858,пдд знак жилая зона,0%,нет,0%,-1,
5859,год выпуска резины,0%,нет,10%,-1,
5860,как посчитать расход топлива на 100 км формула,0%,нет,11%,-1,
5861,система старт стоп на автомобиле что это,0%,нет,1%,-1,
5862,мерседес глб,70%,да,57%,0,
5863,китайские автомобили марки в москве,0%,нет,100%,1,
5864,авто до 300000 рублей,60%,да,68%,1,
5865,r7 audi,50%,да,54%,0,
5866,х6 бмв 2022,0%,нет,63%,0,
5867,авто byd,20%,да,63%,0,
5868,форд скорпио 1,10%,да,22%,-1,
5869,волга газ 31105,20%,да,31%,-1,
5870,хендай туксон цена 2022,50%,да,98%,1,
5871,мерседес glk 300,20%,да,29%,-1,
5872,купить камри с пробегом,40%,да,99%,1,
5873,9888 тонар,50%,да,92%,1,
5874,скания машина,60%,да,65%,0,
5875,70 крузак,0%,нет,25%,-1,
5876,орландо шевроле фото,0%,нет,22%,-1,
5877,оценка автомобиля авито онлайн,0%,нет,30%,-1,
5878,jac js4 купить,60%,да,100%,1,
5879,лексус rx 2023,20%,да,45%,0,
5880,lynk co 06,0%,нет,29%,-1,
5881,c63 amg w204,0%,нет,31%,-1,
5882,митсубиси 10 эволюшн,10%,да,23%,-1,
5883,фото ниссан мурано,0%,нет,16%,-1,
5884,цена ниссан скайлайн р34,10%,да,33%,-1,
5885,кроун тойота 2022,0%,нет,30%,-1,
5886,300 ленд крузер фото,0%,нет,16%,-1,
5887,семерка черная,0%,нет,23%,-1,
5888,гранта сколько весит,0%,нет,30%,-1,
5889,для чего нужна балансировка колес,0%,нет,0%,-1,
5890,кольцевое движение,0%,нет,0%,-1,
5891,шины m s расшифровка,0%,нет,0%,-1,
5892,ниссан скайлайн р34 купить,10%,да,75%,1,
5893,аква машина,20%,да,28%,-1,
5894,147 альфа ромео,10%,да,13%,-1,
5895,авто до 200000 рублей,60%,да,60%,0,
5896,ауди e tron,0%,нет,57%,0,
5897,m340i bmw,0%,нет,37%,0,
5898,420d bmw,20%,да,46%,0,
5899,машина круз шевроле,20%,да,52%,0,
5900,машина мустанг купить,50%,да,93%,1,
5901,lexus ct,30%,да,33%,-1,
5902,lexus nx 300,20%,да,40%,0,
5903,купе авто,60%,да,54%,0,
5904,шевроле каптива фото,0%,нет,23%,-1,
5905,иран машина,0%,нет,17%,-1,
5906,киа оптима универсал,40%,да,41%,0,
5907,маленькая машина двухместная,0%,нет,27%,-1,
5908,машина патриот фото,0%,нет,56%,0,
5909,новый фокус форд,20%,да,43%,0,
5910,признаки неисправности термостата,0%,нет,0%,-1,
5911,трасса м 1,0%,нет,0%,-1,
5912,s max,40%,да,41%,0,
5913,мерседес слс 63,0%,нет,31%,-1,
5914,ауди аллроад,0%,нет,22%,-1,
5915,форд белый,50%,да,63%,0,
5916,хендай и 30,50%,да,37%,0,
5917,машина луаз,30%,да,32%,-1,
5918,mercedes 223,10%,да,22%,-1,
5919,ниссан электро,30%,да,27%,-1,
5920,опель мока,30%,да,27%,-1,
5921,цена шкода,80%,да,98%,1,
5922,corolla fielder,20%,да,31%,-1,
5923,марк машина 2 цена,0%,нет,92%,1,
5924,дилер авто,90%,да,62%,0,
5925,машина с кузовом грузовая,0%,нет,20%,-1,
5926,gv70 genesis цена,0%,нет,71%,1,
5927,mazda mps 6,0%,нет,20%,-1,
5928,slr мерседес,10%,да,22%,-1,
5929,кабриолет мини купер,30%,да,27%,-1,
5930,москвич святогор купить,70%,да,89%,1,
5931,калина роллс ройс,20%,да,34%,-1,
5932,chr toyota 2023,10%,да,38%,0,
5933,фольксваген марки,0%,нет,65%,0,
5934,значок чек,0%,нет,0%,-1,
5935,когда менять топливный фильтр,0%,нет,2%,-1,
5936,как часто надо менять свечи зажигания в автомобиле,0%,нет,1%,-1,
5937,параллельная парковка задним ходом для начинающих пошагово в городе,0%,нет,0%,-1,
5938,купить audi tt,83%,да,88%,1,
5939,lincoln машина,40%,да,64%,0,
5940,f07 bmw,10%,да,24%,-1,
5941,купить х6 бмв бу,90%,да,99%,1,
5942,форд ескапе,20%,да,22%,-1,
5943,lamborghini aventador цена,40%,да,74%,1,
5944,is300 lexus,30%,да,25%,-1,
5945,lexus nx 2021,0%,нет,29%,-1,
5946,мерседес гелик цена 2023,13%,да,100%,1,
5947,w166,0%,нет,30%,-1,
5948,mercedes s,40%,да,56%,0,
5949,10 лансер хэтчбек,20%,да,56%,0,
5950,гранд витара купить,90%,да,99%,1,
5951,тойота passo,40%,да,35%,0,
5952,тойота приус гибрид цена,40%,да,74%,1,
5953,тойота венза 2013,0%,нет,57%,0,
5954,ваз 2120 минивэн,13%,да,17%,-1,
5955,джетта 2,10%,да,22%,-1,
5956,тигуан фольксваген бу,80%,да,98%,1,
5957,купить фольксваген минивэн,60%,да,93%,1,
5958,sollers atlant отзывы,10%,да,0%,-1,
5959,линкольн марк 8,0%,нет,22%,-1,
5960,3000gt,0%,нет,15%,-1,
5961,скай 32,0%,нет,23%,-1,
5962,nissan skyline gt r r34,10%,да,20%,-1,
5963,малолитражки машины марки и цены с пробегом,20%,да,70%,1,
5964,минивэн вольво,0%,нет,14%,-1,
5965,nissan frontier,10%,да,20%,-1,
5966,ниссан кашкай размер шин,0%,нет,25%,-1,
5967,антифриз когда менять,0%,нет,0%,-1,
5968,как рассчитать расход топлива зная расстояние и количество бензина,0%,нет,31%,-1,
5969,заводится машина и сразу глохнет,0%,нет,0%,-1,
5970,сколько нужно ездить с восклицательным знаком,0%,нет,0%,-1,
5971,перечеркнутый круг знак,0%,нет,7%,-1,
5972,купить фрилендер 2,50%,да,100%,1,
5973,glc coupe 2023,0%,нет,23%,-1,
5974,купить китайский седан,70%,да,100%,1,
5975,q 5,0%,нет,37%,0,
5976,bentley arnage,10%,да,20%,-1,
5977,додж караван 3 3,0%,нет,33%,-1,
5978,форд фьюжен с пробегом купить,40%,да,97%,1,
5979,купить бу форд куга,100%,да,99%,1,
5980,кабриолет мустанг цена,0%,нет,88%,1,
5981,купить пикап грейт вол,60%,да,93%,1,
5982,gelentwagen 2022,0%,нет,70%,1,
5983,мерс 126,0%,нет,18%,-1,
5984,купить мицубиси монтеро спорт,83%,да,100%,1,
5985,тойота люсида,40%,да,37%,0,
5986,hilux toyota 2023,10%,да,38%,0,
5987,купить крузак 100,30%,да,92%,1,
5988,купить ниву бу в москве,0%,нет,99%,1,
5989,вольво 90,40%,да,44%,0,
5990,кавасаки мотоцикл цена,80%,да,100%,1,
5991,форд мондео фото,0%,нет,29%,-1,
5992,газ 31022,10%,да,25%,-1,
5993,газ 3111 купить,40%,да,83%,1,
5994,ис 200 лексус,0%,нет,24%,-1,
5995,mercedes amg gt 63,0%,нет,29%,-1,
5996,mitsubishi ek wagon,10%,да,32%,-1,
5997,авто ру новые авто,20%,да,76%,1,
5998,ниссан 370 z,0%,нет,24%,-1,
5999,nissan silvia s12,0%,нет,22%,-1,
6000,рено меган рс,10%,да,30%,-1,
6001,фото сузуки гранд витара,0%,нет,24%,-1,
6002,джили монжаро технические характеристики,0%,нет,63%,0,
6003,sehol a5 plus цена,0%,нет,52%,0,
6004,ламба диабло,0%,нет,33%,-1,
6005,митсубиси модели,20%,да,58%,0,
6006,912 порше,0%,нет,18%,-1,
6007,авто ру авто с пробегом иваново и ивановская область,40%,нет,94%,1,
6008,как часто надо менять масло в двигателе,0%,нет,2%,-1,
6009,рапид шкода салон,60%,да,49%,0,
6010,вылет диска что значит,0%,нет,0%,-1,
6011,как выглядит знак стоянка запрещена,0%,нет,0%,-1,
6012,купить микроавтобус хендай,80%,да,100%,1,
6013,купить тягач мерседес,70%,да,100%,1,
6014,6х,0%,нет,75%,1,
6015,12 зим,0%,нет,20%,-1,
6016,купить газ м20 победа,40%,да,79%,1,
6017,бу хендай солярис,100%,да,100%,1,
6018,ягуар х тайп,30%,да,33%,-1,
6019,машина evolution,40%,да,35%,0,
6020,astra j,30%,да,24%,-1,
6021,пикап саньенг,50%,да,45%,0,
6022,семерка машина цена,90%,да,83%,1,
6023,машина 10 ка,30%,да,34%,-1,
6024,volkswagen teramont 2023,30%,да,55%,0,
6025,купить iveco daily,60%,да,100%,1,
6026,кавасаки вулкан 650s,0%,нет,44%,0,
6027,купить новый мотоцикл в москве,10%,нет,100%,1,
6028,купить ниссан патрол с пробегом в россии,20%,да,81%,1,
6029,пежо rcz,0%,нет,23%,-1,
6030,ниссан кашкай размер колес,0%,нет,25%,-1,
6031,саньенг модельный ряд комплектации и цены,60%,да,93%,1,
6032,все лады,0%,нет,42%,0,
6033,в1 категория прав что означает,0%,нет,0%,-1,
6034,сколько ходят свечи зажигания,0%,нет,2%,-1,
6035,м5 ф90 кс,0%,нет,44%,0,
6036,chevrolet camaro цена,0%,нет,86%,1,
6037,шевроле корвет с6,10%,да,31%,-1,
6038,daewoo nexia купить,80%,да,100%,1,
6039,audi rs6 c8,30%,да,42%,0,
