#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
6149,банки горящих туров,70%,да,17%,-1,
6150,анекс тур сеарч само,0%,нет,30%,-1,
6151,анекс тур официальный сайт москва подбор тура,30%,нет,56%,0,
6152,анекс тур вологда,30%,нет,39%,0,
6153,библио глобус промокод,0%,нет,50%,0,
6154,магазин горящих путевок тверь,50%,нет,30%,-1,
6155,пегасус туроператор,30%,да,36%,0,
6156,виасан тур,30%,да,18%,-1,
6157,транстурвояж,20%,да,9%,-1,
6158,туи оператор,30%,да,38%,0,
6159,куту,0%,нет,14%,-1,
6160,гагра википедия,0%,нет,0%,-1,
6161,что посмотреть в пицунде самостоятельно,0%,нет,0%,-1,
6162,пхукет население,0%,нет,0%,-1,
6163,город мармарис турция,0%,нет,8%,-1,
6164,стамбул площадь города,30%,да,8%,-1,
6165,италия анцио,0%,нет,6%,-1,
6166,камбоджа москва,80%,нет,87%,1,
6167,киргизия иссык куль отдых,0%,нет,34%,-1,
6168,ливан туризм,20%,да,0%,-1,
6169,лечебный отдых,30%,да,61%,0,
6170,оаэ из минска,90%,нет,69%,1,
6171,дубай из минска,100%,нет,96%,1,
6172,отели оаэ для отдыха с детьми с собственным пляжем,0%,нет,44%,0,
6173,руспо ру туристическая поисковая,0%,нет,14%,-1,
6174,туры в румынию,10%,да,76%,1,
6175,электра холидей дагестан,80%,нет,43%,0,
6176,седьмой регион,0%,нет,31%,-1,
6177,база отдыха касимовские зори,20%,да,37%,0,
6178,сколько стоит путевка в санаторий белокуриха,100%,нет,98%,1,
6179,тур по городам россии,60%,да,84%,1,
6180,золотое кольцо россии туры из москвы цены на автобусе,100%,нет,83%,1,
6181,горящие путевки в крым,100%,нет,100%,1,
6182,купить тур в калининград из москвы с перелетом,100%,нет,100%,1,
6183,путевки карелия,100%,нет,89%,1,
6184,сочи ультра все включено отели,100%,нет,52%,0,
6185,бюджетный отдых,20%,да,48%,0,
6186,отдых в крыму на новый год,100%,нет,59%,0,
6187,отель в крыму все включено с детьми,90%,нет,67%,1,
6188,туры в подмосковье,10%,да,73%,1,
6189,активные туры выходного дня,40%,да,30%,-1,
6190,гостиница интурист ялта цены,0%,нет,83%,1,
6191,шри ланка амбалангода,0%,нет,12%,-1,
6192,отдых в швейцарии,0%,нет,21%,-1,
6193,библио глобус тайланд,40%,да,71%,1,
6194,горящие туры в таиланд из москвы,20%,нет,100%,1,
6195,тайланд остров пхи пхи,100%,нет,37%,0,
6196,паттайя таиланд туры,0%,нет,91%,1,
6197,турбюро,80%,да,57%,0,
6198,ооо система алеан,50%,да,29%,-1,
6199,алеан турагентство,10%,да,22%,-1,
6200,библик,0%,нет,42%,0,
6201,пак групп официальный сайт,0%,нет,1%,-1,
6202,отзывы санмар туроператор,0%,нет,2%,-1,
6203,туры в фетхие,0%,нет,91%,1,
6204,турция отдых все включено цены,70%,да,83%,1,
6205,турки вип,0%,нет,2%,-1,
6206,москва фукуок,100%,нет,72%,1,
6207,турвизор подбор тура из казани,20%,нет,31%,-1,
6208,маршрут 170 автобуса спб на карте остановки,90%,нет,56%,0,
6209,агрегаторы путешествий,0%,нет,50%,0,
6210,onlinetur,50%,да,32%,-1,
6211,турфирма колумбия,0%,нет,6%,-1,
6212,багратионовский проезд 5ак1,100%,да,86%,1,
6213,гаванатур,0%,нет,14%,-1,
6214,поездка на кубу,60%,да,59%,0,
6215,тревел 24 египет,0%,нет,27%,-1,
6216,lemmex,0%,нет,7%,-1,
6217,отель domina,0%,нет,36%,0,
6218,шарм эль шейх отели 5 звезд все включено,0%,нет,27%,-1,
6219,экскурсии из москвы на поезде,80%,нет,62%,0,
6220,санторини туры,70%,да,88%,1,
6221,поездка за границу,0%,нет,30%,-1,
6222,горящие туры турстанок,30%,да,12%,-1,
6223,анекс тур старый сайт поиск тура,10%,да,33%,-1,
6224,ics group туроператор,30%,да,20%,-1,
6225,www tui ru официальный сайт,0%,нет,18%,-1,
6226,бали остров отдых,70%,нет,18%,-1,
6227,гудаута абхазия достопримечательности,0%,нет,16%,-1,
6228,таиланд климат,0%,нет,0%,-1,
6229,торговый центр фетхие,0%,нет,14%,-1,
6230,pullman maldives maamutaa 5,0%,нет,23%,-1,
6231,туры в марокко 2023 из москвы,10%,нет,51%,0,
6232,отдых оаэ 2023 туры цены,70%,да,99%,1,
6233,горячие туры в оаэ из москвы,0%,нет,100%,1,
6234,дубай отель 5 звезд,20%,да,47%,0,
6235,туры в египет в рассрочку,0%,нет,74%,1,
6236,веста адлер отель,0%,нет,37%,0,
6237,база отдыха мо рф красная поляна,0%,нет,21%,-1,
6238,фореста отдых в подмосковье чеховский,0%,нет,8%,-1,
6239,port comfort by neva,0%,нет,21%,-1,
6240,долгорукий суздаль,60%,нет,48%,0,
6241,туры в астрахань,100%,нет,96%,1,
6242,экскурсионные туры из москвы в калининград,90%,нет,61%,0,
6243,автобусный тур из москвы по золотому кольцу,100%,нет,83%,1,
6244,алеан кисловодск,100%,нет,51%,0,
6245,отели ейск все включено,100%,нет,83%,1,
6246,туры в краснодарский край,100%,нет,92%,1,
6247,всё включено геленджик 2023,100%,нет,91%,1,
6248,отель в сочи все включено у моря,100%,нет,60%,0,
6249,отдых на урале с детьми,0%,нет,9%,-1,
6250,камин гостиница владивосток,100%,нет,43%,0,
6251,сертификат на поездку,10%,да,58%,0,
6252,сейшелы туры цены 2023 на двоих из москвы,90%,нет,98%,1,
6253,тенерифе канарские острова туры,40%,нет,91%,1,
6254,паттайя горящие туры,100%,да,100%,1,
6255,туры в тайланд 2023 декабрь,0%,нет,86%,1,
6256,ткаченко анастасия,0%,нет,0%,-1,
6257,демина юлия,0%,нет,0%,-1,
6258,лучшие туроператоры россии 2023,0%,нет,1%,-1,
6259,www intourist ru,0%,нет,8%,-1,
6260,www pac ru,0%,нет,7%,-1,
6261,компания пегас,40%,да,43%,0,
6262,солвекс,40%,да,21%,-1,
6263,турция фетхие туры,0%,нет,83%,1,
6264,купить путевку в турцию все включено из москвы,0%,нет,96%,1,
6265,горящие путевки в турцию цены,10%,да,93%,1,
6266,горящие туры в кемер,0%,нет,89%,1,
6267,авиабилеты москва мерсин,80%,нет,88%,1,
6268,доклет вьетнам,0%,нет,9%,-1,
6269,отдых в юар 2023 цены,0%,нет,50%,0,
6270,южная корея туры 2023 цена,50%,да,71%,1,
6271,центр бронирование туров,10%,да,52%,0,
6272,море туров официальный сайт,10%,да,52%,0,
6273,абхазия отель элеон,0%,нет,37%,0,
6274,отдых в австралии,0%,нет,24%,-1,
6275,багамские острова туры цены 2023,88%,нет,91%,1,
6276,виасан туристический портал,40%,да,15%,-1,
6277,из москвы в минск,100%,нет,94%,1,
6278,рио тур,50%,да,53%,0,
6279,туроператор меридиан,10%,да,22%,-1,
6280,китайский остров хайнань,100%,нет,16%,-1,
6281,варадеро или кайо коко,0%,нет,2%,-1,
6282,москва доминикана авиабилеты цена,90%,нет,70%,1,
6283,енипет,0%,нет,56%,0,
6284,экскурсионные туры в египет,0%,нет,75%,1,
6285,закинтос греция,0%,нет,0%,-1,
6286,сорвемся ру горящие туры,60%,да,44%,0,
6287,библиоглобус туроператор сайт официальный сайт подбор тура,10%,да,16%,-1,
6288,pegas поиск тура,40%,да,60%,0,
6289,курс доллара туи,10%,да,31%,-1,
6290,бенаулим,0%,нет,7%,-1,
6291,сухум достопримечательности и развлечения,0%,нет,14%,-1,
