#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
4671,альпен хофф железнодорожный,40%,нет,23%,-1,
4672,челябинск гриль хаус,80%,нет,44%,0,
4673,яндекс казань,80%,нет,54%,0,
4674,аригатор краснодар роллы заказать,70%,нет,56%,0,
4675,кафе березовая роща,50%,да,49%,0,
4676,тбилисо ресторан,80%,да,44%,0,
4677,шульц новосибирск,90%,нет,43%,0,
4678,якитория пенза,80%,нет,43%,0,
4679,ресторан ангелы и демоны саратов,70%,нет,55%,0,
4680,инди пицца воронеж,80%,нет,59%,0,
4681,лебовски оренбург,40%,нет,22%,-1,
4682,rolik,0%,нет,39%,0,
4683,ярославль шаурма,80%,нет,39%,0,
4684,уютный дворик,60%,да,50%,0,
4685,продукты заказать с доставкой на дом,60%,да,98%,1,
4686,ассортимент товаров пятерочка,20%,да,92%,1,
4687,тимьян купить,40%,да,100%,1,
4688,доставка мяснов,70%,да,68%,1,
4689,доставка еды ночная,90%,да,56%,0,
4690,гриль кура,10%,да,1%,-1,
4691,торты спб,90%,нет,88%,1,
4692,ресторан chang спб,70%,нет,36%,0,
4693,витебск доставка еды,0%,нет,74%,1,
4694,облепиха волгоград красноармейский,70%,нет,22%,-1,
4695,химки суши,80%,нет,72%,1,
4696,ресторан барбари ставрополь,80%,нет,37%,0,
4697,зеленоград роллы,0%,нет,99%,1,
4698,ирон кабис хабаровск,70%,нет,22%,-1,
4699,экспромт ресторан,40%,да,26%,-1,
4700,роллы суши вок,60%,да,55%,0,
4701,пицца марвел нижний новгород,60%,нет,39%,0,
4702,катана суши ивантеевка,80%,нет,51%,0,
4703,тостовый хлеб купить,30%,да,82%,1,
4704,патисари ростов на дону,70%,нет,43%,0,
4705,ростов гриль,10%,нет,38%,0,
4706,машенькины пироги самара,90%,нет,30%,-1,
4707,вкусно и точка меню и цены самара,50%,нет,90%,1,
4708,лангустины цена за 1 кг,80%,да,99%,1,
4709,тверь якитория,100%,нет,38%,0,
4710,суши фишка мурманск,80%,нет,49%,0,
4711,белгород сахара не надо,60%,нет,29%,-1,
4712,оджах,0%,нет,15%,-1,
4713,шашлыков хабаровск,80%,нет,29%,-1,
4714,казань марусовка,90%,нет,44%,0,
4715,доставка шаурма красноярск,100%,нет,67%,1,
4716,доставка продуктов метро,30%,да,62%,0,
4717,заказать роллы рядом,100%,да,68%,1,
4718,хайт корейский ресторан,60%,да,31%,-1,
4719,три перца,50%,да,41%,0,
4720,ново нижний новгород ресторан,80%,нет,43%,0,
4721,сырники купить,40%,да,88%,1,
4722,ресторан хуторок екатеринбург,80%,нет,36%,0,
4723,вкусвилл заказать,30%,да,75%,1,
4724,black star burger меню,40%,да,33%,-1,
4725,доставка доминос пицца,40%,да,61%,0,
4726,крошка картошка цены,40%,да,68%,1,
4727,tgi friday s,50%,да,22%,-1,
4728,достоевский новосибирск доставка,70%,нет,44%,0,
4729,пермь сковородка,70%,нет,36%,0,
4730,вода 0 5,100%,да,93%,1,
4731,плакучая ива сочи,90%,нет,36%,0,
4732,mama roma санкт петербург,40%,нет,30%,-1,
4733,кумпан уфа,70%,нет,22%,-1,
4734,одинцово суши,90%,нет,100%,1,
4735,рыбинск доставка еды,90%,нет,63%,0,
4736,усинск суши мастер,100%,нет,46%,0,
4737,келди хабаровск,80%,нет,29%,-1,
4738,про азия калуга,60%,нет,29%,-1,
4739,кфс краснодар доставка,80%,нет,82%,1,
4740,сушивесла рф краснодар,40%,нет,24%,-1,
4741,доставка правильного питания москва,80%,нет,57%,0,
4742,ресторан bron,50%,да,30%,-1,
4743,кафе мару,50%,да,31%,-1,
4744,tacoland,0%,нет,19%,-1,
4745,рыба рис новосибирск,70%,нет,43%,0,
4746,суши дяди вани липецк меню и цены,80%,нет,62%,0,
4747,инди лайт,0%,нет,44%,0,
4748,ресторан высота ростов,40%,нет,20%,-1,
4749,рафинированное масло оливковое,0%,нет,52%,0,
4750,рафинированное оливковое масло,0%,нет,64%,0,
4751,bros burritos,0%,нет,15%,-1,
4752,сиазон воронеж,70%,нет,33%,-1,
4753,бургер кинг тамбов,70%,нет,51%,0,
4754,суши мастер чебоксары,100%,нет,47%,0,
4755,магбургер,0%,нет,19%,-1,
4756,саперави кафе,70%,да,31%,-1,
4757,мама рыба нижний новгород,80%,нет,47%,0,
4758,шашлыков меню новосибирск,90%,нет,71%,1,
4759,роллы японец пермь,80%,нет,27%,-1,
4760,фуд гарден,0%,нет,14%,-1,
4761,волжский 3 суши,90%,нет,38%,0,
4762,мясо индейки цена,30%,да,99%,1,
4763,рыбные палочки купить,40%,да,89%,1,
4764,свежий розмарин купить,40%,да,99%,1,
4765,доставка вкусно и точка воронеж,60%,нет,79%,1,
4766,хачапури тетушки марико жуковский,70%,нет,23%,-1,
4767,артель казань,70%,нет,30%,-1,
4768,могилев доставка еды,0%,нет,74%,1,
4769,ресторан купец,70%,да,30%,-1,
4770,заказать вкусно и точка с доставкой в москве,20%,нет,97%,1,
4771,пицца римини,0%,нет,54%,0,
4772,салон паста бар,0%,нет,23%,-1,
4773,simple coffee екатеринбург,70%,нет,29%,-1,
4774,устрицы цена,70%,да,100%,1,
4775,пироги с доставкой в спб,100%,нет,100%,1,
4776,доставка кфс уфа,60%,нет,69%,1,
4777,готовые сэндвичи,80%,да,100%,1,
4778,доставка екатеринбург,80%,нет,67%,1,
4779,суши точка екатеринбург,80%,нет,53%,0,
4780,елки грин киров доставка,100%,нет,57%,0,
4781,рыбы бы липецк,70%,нет,46%,0,
4782,ресторан агнец,60%,да,24%,-1,
4783,dream city,0%,нет,31%,-1,
4784,трио пицца пенза доставка,80%,нет,63%,0,
4785,ресторан добрый грузин,0%,нет,20%,-1,
4786,make love pizza,0%,нет,15%,-1,
4787,стейк и бургер мираторг,40%,да,27%,-1,
4788,заказать продукты с доставкой на дом москва,60%,нет,100%,1,
4789,доставка мираторг,50%,да,84%,1,
4790,ролл лава,30%,да,56%,0,
4791,додо пицца заказать в москве,60%,нет,47%,0,
4792,сургут угли,70%,нет,39%,0,
4793,тимс пицца армавир заказать,70%,нет,46%,0,
4794,елец майбокс,60%,нет,30%,-1,
4795,белла чао ставрополь,100%,нет,46%,0,
4796,сыктывкар вкусно и точка,70%,нет,36%,0,
4797,пиццерия екатеринбург,90%,нет,76%,1,
4798,доставка каменск уральский еды,90%,нет,78%,1,
4799,ресторан мангал казань чистопольская,80%,нет,36%,0,
4800,панда и гусь красноярск,60%,нет,37%,0,
4801,сколько стоит шаурма,0%,нет,72%,1,
4802,шаурма сколько стоит,0%,нет,63%,0,
4803,costa coffee,40%,да,25%,-1,
4804,ресторан lumicino,30%,да,25%,-1,
4805,пицца крейзи бразерс,0%,нет,31%,-1,
4806,вкусный дом,70%,да,52%,0,
4807,доставка продуктов бесплатная,30%,да,86%,1,
4808,хлеб гречневый купить,40%,да,92%,1,
4809,магазин продуктов магнит,30%,да,22%,-1,
4810,перекресток креветки,0%,нет,77%,1,
4811,ресторан высота ростов на дону,90%,нет,45%,0,
4812,едатека меню самара,50%,нет,34%,-1,
4813,пицца шоп самара,100%,нет,71%,1,
4814,заказать пироги с доставкой в спб,100%,нет,100%,1,
4815,рыбалове ру ресторан екатеринбург,70%,нет,37%,0,
4816,корчма красноярск,70%,нет,39%,0,
4817,chico rico,70%,да,8%,-1,
4818,ресторан hite,60%,да,31%,-1,
4819,ресторан loro москва,60%,нет,30%,-1,
4820,mozza,0%,нет,21%,-1,
4821,джан шашлык,10%,да,42%,0,
4822,заказать еду в новосибирске с доставкой,40%,нет,74%,1,
4823,заказать еду с доставкой в новосибирске,30%,нет,74%,1,
4824,лира ресторан,40%,да,31%,-1,
4825,хмельбург,10%,да,16%,-1,
4826,леденцы без сахара купить,40%,да,93%,1,
4827,шаверма череповец бро,90%,нет,54%,0,
4828,череповец вкусно и точка,90%,нет,44%,0,
4829,магнитогорск вкусно и точка,10%,нет,34%,-1,
4830,серпухов пицца,90%,нет,93%,1,
4831,меню чикен пицца брянск,50%,нет,81%,1,
4832,хвосты и клешни королев,0%,нет,9%,-1,
4833,capito ресторан москва,60%,нет,29%,-1,
4834,ресторан лодка,60%,да,39%,0,
4835,имбирь цена,40%,да,100%,1,
4836,масло икорное купить,10%,да,92%,1,
4837,продукты лента,10%,да,57%,0,
4838,доставка вкусно и точка самара,70%,нет,76%,1,
4839,май тай мурино ресторан,0%,нет,24%,-1,
4840,толстый фраер санкт петербург меню цены,80%,нет,68%,1,
4841,суши мир томск официальный сайт,90%,нет,55%,0,
4842,лаврушка кафе волгоград,100%,нет,37%,0,
