#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
5553,альметьевск гастроэнтеролог,90%,нет,58%,0,
5554,продокторов астрахань,80%,нет,43%,0,
5555,астрахань маммолог,90%,нет,65%,0,
5556,медицинский центр эксперт белая калитва,0%,нет,38%,0,
5557,ревматолог брянск,80%,нет,74%,1,
5558,софия чебоксары медцентр,70%,нет,40%,0,
5559,стоматология чита детская,80%,нет,58%,0,
5560,дедовск поликлиника,70%,нет,42%,0,
5561,димитровград мрт,100%,нет,57%,0,
5562,психоневрологический диспансер домодедово,100%,нет,63%,0,
5563,челюстно лицевой хирург екатеринбург,90%,нет,72%,1,
5564,елабуга клиника вашей мечты,80%,нет,61%,0,
5565,ижевск хирург,100%,нет,80%,1,
5566,женская консультация ижевск,70%,нет,47%,0,
5567,психиатр детский казань,100%,нет,73%,1,
5568,казань клиника корл на даурской,80%,нет,61%,0,
5569,стоматология ленинградский кемерово,80%,нет,71%,1,
5570,аллерголог краснодар детский,80%,нет,50%,0,
5571,краснодар евромед ким,80%,нет,43%,0,
5572,4 роддом краснодар официальный сайт,90%,нет,42%,0,
5573,педиатр мезенцева липецк,60%,нет,42%,0,
5574,врач детский уролог,90%,да,67%,1,
5575,центр здоровья и развития имени святителя луки,50%,да,28%,-1,
5576,онкоуролог москва,100%,нет,76%,1,
5577,рубцов павел,0%,нет,0%,-1,
5578,хирург набережные челны,0%,нет,29%,-1,
5579,пирогова 4 нальчик диагностический центр,70%,нет,35%,0,
5580,гастроэнтеролог нижневартовск,100%,нет,72%,1,
5581,движение нижневартовск клиника,70%,нет,43%,0,
5582,медицинский центр лада новосибирск,70%,нет,66%,1,
5583,раменское невролог,40%,нет,72%,1,
5584,20 роддом ростов на дону,100%,нет,0%,-1,
5585,ортопед травматолог самара,80%,нет,73%,1,
5586,маммолог саранск,90%,нет,94%,1,
5587,поликлиника 3 детская северодвинск,60%,нет,0%,-1,
5588,хирург сочи,100%,нет,75%,1,
5589,стоматология ставрополь на доваторцев,90%,нет,72%,1,
5590,стерлитамак дерматолог,100%,нет,69%,1,
5591,таганрог крепостной стоматология,60%,нет,49%,0,
5592,тихорецк формула здоровья стоматология,70%,нет,35%,0,
5593,медицинский центр я здоров,50%,да,43%,0,
5594,кунакбаева гульназ рифатовна,0%,нет,23%,-1,
5595,психолог ульяновск детский,100%,нет,57%,0,
5596,стоматология детская на пушкарева,0%,нет,11%,-1,
5597,пульмонолог во владимире,100%,нет,93%,1,
5598,воронеж сосудистый хирург,90%,нет,69%,1,
5599,роддом 9 ярославль,100%,нет,28%,-1,
5600,ангара железнодорожный медицинский центр телефон,70%,нет,44%,0,
5601,жуковский дерматолог,100%,нет,95%,1,
5602,мсч чуз астрахань,90%,нет,42%,0,
5603,ортодонт барнаул,90%,нет,51%,0,
5604,детская стоматология брянск советский,100%,нет,72%,1,
5605,республиканская больница чебоксары стоматология,70%,нет,51%,0,
5606,травматолог ортопед челябинск,100%,нет,65%,0,
5607,детская поликлиника лаврентьева 6 долгопрудный,70%,нет,35%,0,
5608,иваново невролог взрослый,100%,нет,58%,0,
5609,ркб перинатальный центр,0%,нет,25%,-1,
5610,руслан масгутов отзывы,0%,нет,1%,-1,
5611,женская консультация на некрасова 6а киров,70%,нет,48%,0,
5612,маммография в краснодаре,90%,нет,75%,1,
5613,ккб краснодар,30%,нет,21%,-1,
5614,лесосибирск женская консультация,70%,нет,56%,0,
5615,родильный дом 6,70%,да,35%,0,
5616,стоматологическая областная больница,50%,да,33%,-1,
5617,врач трихолог москва,100%,нет,71%,1,
5618,ширинский владислав геннадьевич хирург,0%,нет,19%,-1,
5619,наталья владимировна иванова,0%,нет,4%,-1,
5620,пенза диагностический центр на богданова,100%,нет,63%,0,
5621,самара травматолог,90%,нет,66%,1,
5622,серпухов семашко поликлиника,60%,нет,0%,-1,
5623,женская консультация 20 на счастливой,0%,нет,0%,-1,
5624,ведение беременности спб,80%,нет,88%,1,
5625,старый оскол узи,90%,нет,72%,1,
5626,таганрог маммолог,100%,нет,68%,1,
5627,ортопед травматолог уфа,100%,нет,66%,1,
5628,хирург великий новгород,90%,нет,77%,1,
5629,виво клиника великий новгород отзывы,70%,нет,23%,-1,
5630,челюстно лицевой хирург вологда,90%,нет,66%,1,
5631,невролог ярославль взрослый,100%,нет,70%,1,
5632,педиатр ярославль,100%,нет,73%,1,
5633,медлайн премьер благовещенск,70%,нет,49%,0,
5634,акушер брянск,100%,нет,77%,1,
5635,мрт в брянске где можно сделать цены,100%,нет,89%,1,
5636,травматолог чебоксары,90%,нет,50%,0,
5637,маммолог череповец,80%,нет,80%,1,
5638,поликлиника черноголовка,80%,нет,42%,0,
5639,детский остеопат екатеринбург,90%,нет,71%,1,
5640,детский травмпункт хабаровск,90%,нет,61%,0,
5641,невролог хабаровск взрослый,100%,нет,70%,1,
5642,климовск детская поликлиника,70%,нет,50%,0,
5643,диагностический центр клинцы,90%,нет,49%,0,
